|trial_drug_cleaned|disease_type|drug_outcome|nct_id|pcd|enrollment|actual_duration|number_of_primary_outcomes_to_measure|number_of_secondary_outcomes_to_measure|number_of_arms|adult|child|has_single_facility|has_us_facility|healthy_volunteers|gender_f|gender_m|minimum_age_num|maximum_age_num|number_of_facilities|Spacy_Pregnant_Women_Excluded|LLama3_2_Criteria_Robustness|LLM_GBT_4o_Human_Importance_Ratings|days_since_first_start|cumsum_enrollment|cumavg_enrollment|cumsum_trial_duration|cumavg_trial_duration|cumulative_number_of_primary_outcomes_to_measure|cumulative_number_of_secondary_outcomes_to_measure|cumulative_number_of_arms|cumulative_adult|cumulative_child|cumulative_single_facility|cumulative_us_facility|cumulative_healthy_volunteers|cumulative_gender_f|cumulative_gender_m|cumulative_min_age|cumulative_max_age|cumulative_number_of_facilities|cumulative_Spacy_Pregnant_Women_Excluded|cumulative_LLama3_2_Criteria_Robustness|cumulative_LLM_GPT_4o_Human_Importance_Ratings|pair_trial_seq|new_therapy_area_Autoimmune|new_therapy_area_Bone|new_therapy_area_Cardiovascular|new_therapy_area_Dermatology|new_therapy_area_Endocrinology|new_therapy_area_Gastrointestinal|new_therapy_area_Genetic and Rare Diseases|new_therapy_area_Hematology|new_therapy_area_Hepatic diseases|new_therapy_area_Infections (bacterial)|new_therapy_area_Infections (viral)|new_therapy_area_Infectious Diseases|new_therapy_area_Metabolic disorders|new_therapy_area_Neurology|new_therapy_area_Neuroscience (non-progressive)|new_therapy_area_Oncology|new_therapy_area_Ophthalmology|new_therapy_area_Other|new_therapy_area_Pain|new_therapy_area_Progressive neurological disorders|new_therapy_area_Psychiatry and Mental Health|new_therapy_area_Respiratory|new_therapy_area_Rheumatology|new_therapy_area_Urology and Reproductive Health
18077|abt925|Schizophrenia|0|NCT00412620|2007-10-31|156.0|10.0|1.0|4.0|4.0|1|0|0|1|0|1|1|18.0|65.0|18.0|0.0|2.0|0.0|320|156.0|156.0|10.0|10.0|1.0|4.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|65.0|18.0|0.0|2.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
24514|ac105|Other Surgery Related|0|NCT01750684|2015-02-28|15.0|19.0|1.0|1.0|2.0|1|0|0|0|0|1|1|18.0|65.0|1.0|0.0|0.0|0.0|593|15.0|15.0|19.0|19.0|1.0|1.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|18.0|65.0|1.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0
17220|ac2592|Congestive Heart Failure|0|NCT00099580|2006-09-30|61.0|18.0|2.0|1.0|2.0|1|0|0|1|0|1|1|18.0|99.0|29.0|0.0|2.0|0.0|564|61.0|61.0|18.0|18.0|2.0|1.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|29.0|0.0|2.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
24887|acadesine|Unspecified Cancer|0|NCT00559624|2010-12-31|40.0|36.0|1.0|0.0|1.0|1|0|0|0|0|1|1|18.0|99.0|8.0|1.0|2.0|1.0|1112|40.0|40.0|36.0|36.0|1.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|18.0|99.0|8.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
23750|acapatamab|Metastatic Cancer|0|NCT04631601|2023-10-23|65.0||5.0|21.0|11.0|1|0|0|1|0|0|1|18.0|99.0|14.0|0.0|2.0|1.0|1011|65.0|65.0|||5.0|21.0|11.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|18.0|99.0|14.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
23744|acapatamab|Prostate|0|NCT04631601|2023-10-23|65.0||5.0|21.0|11.0|1|0|0|1|0|0|1|18.0|99.0|14.0|0.0|2.0|1.0|1011|65.0|65.0|||5.0|21.0|11.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|18.0|99.0|14.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
14907|acarbose|Type 2 Diabetes|1|NCT01839344|2014-03-31|19.0|10.0|1.0|1.0|3.0|1|0|1|1|0|1|1|18.0|75.0|1.0|1.0|2.0|1.0|320|19.0|19.0|10.0|10.0|1.0|1.0|3.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|75.0|1.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
14933|acitretin|Psoriasis|1|NCT00395941|2008-12-31|40.0||1.0|1.0|2.0|1|0|1|0|0|1|1|18.0|65.0|1.0|0.0|0.0|0.0|1203|40.0|40.0|||1.0|1.0|2.0|1.0|0.0|1.0|0.0|0.0|1.0|1.0|18.0|65.0|1.0|0.0|0.0|0.0|1.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
14934|acitretin|Psoriasis|1|NCT00156247|2009-03-31|10.0|42.0|1.0|2.0|1.0|1|0|0|0|0|1|1|18.0|80.0|1.0|0.0|2.0|1.0|1293|50.0|25.0|42.0|42.0|2.0|3.0|3.0|1.0|0.0|1.0|0.0|0.0|1.0|1.0|18.0|80.0|1.0|0.0|2.0|1.0|2.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
18499|act280778|Hypertension|0|NCT01264692|2012-01-31|196.0|11.0|1.0|1.0|3.0|1|0|0|0|0|1|1|18.0|75.0|18.0|0.0|0.0|0.0|350|196.0|196.0|11.0|11.0|1.0|1.0|3.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|18.0|75.0|18.0|0.0|0.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
22254|ad313|Insomnia|0|NCT05101122|2022-04-18|15.0||1.0|0.0|2.0|1|0|0|1|0|1|1|25.0|65.0|2.0|0.0|0.0|0.0|181|15.0|15.0|||1.0|0.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|25.0|65.0|2.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0
21548|adalimumab|Bacterial Skin Infection|1|NCT03248531|2018-11-23|90.0||1.0|41.0|3.0|1|0|0|1|0|1|1|18.0|70.0|31.0|0.0|0.0|0.0|427|90.0|90.0|||1.0|41.0|3.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|70.0|31.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
21556|adalimumab|Bacterial Skin Infection|1|NCT04988308|2022-10-14|151.0||1.0|11.0|7.0|1|0|0|1|0|1|1|18.0|99.0|54.0|0.0|0.0|0.0|1848|241.0|120.5|||2.0|52.0|10.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|54.0|0.0|0.0|0.0|2.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
21541|adalimumab|Bacterial Skin Infection|1|NCT05322473|2023-05-09|234.0||1.0|4.0|4.0|1|0|0|1|0|1|1|18.0|99.0|57.0|0.0|0.0|0.0|2055|475.0|158.33333333333334|||3.0|56.0|14.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|57.0|0.0|0.0|0.0|3.0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
14946|adalimumab|Psoriasis|1|NCT01483599|2012-11-27|293.0||1.0|4.0|7.0|1|0|0|1|0|1|1|18.0|99.0|40.0|0.0|2.0|0.0|383|293.0|293.0|||1.0|4.0|7.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|40.0|0.0|2.0|0.0|1.0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
9397|adalimumab|Rheumatoid Arthritis|1|NCT00550446|2009-01-31|386.0|16.0|1.0|30.0|7.0|1|0|0|1|0|1|1|18.0|99.0|63.0|0.0|2.0|1.0|992|386.0|386.0|16.0|16.0|1.0|30.0|7.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|63.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
9346|adalimumab|Rheumatoid Arthritis|1|NCT00298272|2009-04-30|54.0|35.0|5.0|3.0|2.0|1|0|0|1|0|1|1|18.0|65.0|18.0|0.0|0.0|0.0|1081|440.0|220.0|51.0|25.5|6.0|33.0|9.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|63.0|0.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
9336|adalimumab|Rheumatoid Arthritis|1|NCT01225393|2012-07-31|211.0|20.0|2.0|12.0|3.0|1|0|0|1|0|1|1|18.0|75.0|67.0|0.0|0.0|0.0|2269|651.0|217.0|71.0|23.666666666666668|8.0|45.0|12.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|67.0|0.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
9347|adalimumab|Rheumatoid Arthritis|1|NCT01373151|2012-09-30|418.0|15.0|1.0|16.0|7.0|1|0|0|1|0|1|1|18.0|99.0|100.0|0.0|0.0|0.0|2330|1069.0|267.25|86.0|21.5|9.0|61.0|19.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|100.0|0.0|2.0|1.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
9386|adalimumab|Rheumatoid Arthritis|1|NCT02092961|2013-07-31|198.0|29.0|1.0|0.0|3.0|1|0|0|1|0|1|1|18.0|99.0|21.0|1.0|2.0|0.0|2634|1267.0|253.4|115.0|23.0|10.0|61.0|22.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|100.0|1.0|2.0|1.0|5.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
9368|adalimumab|Rheumatoid Arthritis|1|NCT02393378|2016-06-27|7.0||1.0|5.0|2.0|1|0|0|0|0|1|1|18.0|99.0|13.0|0.0|0.0|0.0|3696|1274.0|212.33333333333334|115.0|23.0|11.0|66.0|24.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|100.0|1.0|2.0|1.0|6.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
9374|adalimumab|Rheumatoid Arthritis|1|NCT02833350|2018-07-02|578.0||2.0|28.0|7.0|1|0|0|1|0|1|1|18.0|75.0|150.0|1.0|2.0|1.0|4431|1852.0|264.57142857142856|115.0|23.0|13.0|94.0|31.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|150.0|1.0|2.0|1.0|7.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0
23552|adavosertib|CNS, Other|0|NCT02095132|2020-12-31|76.0||6.0|3.0|1.0|1|1|0|1|0|1|1|1.0|21.0|24.0|0.0|0.0|0.0|2470|76.0|76.0|||6.0|3.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|21.0|24.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
23032|adavosertib|Cervical|0|NCT01076400|2011-06-13|7.0||3.0|0.0|3.0|1|0|0|0|0|1|0|18.0|99.0|1.0|1.0|2.0|1.0|378|7.0|7.0|||3.0|0.0|3.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|18.0|99.0|1.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
16292|adavosertib|Ovarian|0|NCT01357161|2016-08-08|136.0||4.0|4.0|3.0|1|0|0|0|0|1|0|18.0|99.0|1.0|1.0|2.0|1.0|1840|136.0|136.0|||4.0|4.0|3.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|18.0|99.0|1.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
16302|adavosertib|Ovarian|0|NCT02272790|2018-12-13|95.0||1.0|22.0|4.0|1|0|0|1|0|1|0|18.0|130.0|20.0|1.0|2.0|0.0|2697|231.0|115.5|||5.0|26.0|7.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|130.0|20.0|1.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
23769|adavosertib|Unspecified Cancer|0|NCT04590248|2022-05-23|109.0||1.0|9.0|1.0|1|0|0|1|0|1|0|18.0|130.0|27.0|1.0|2.0|1.0|539|109.0|109.0|||1.0|9.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|18.0|130.0|27.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
22847|adavosertib|Unspecified Solid Tumor|0|NCT02095132|2020-12-31|76.0||6.0|3.0|1.0|1|1|0|1|0|1|1|1.0|21.0|24.0|1.0|2.0|1.0|2550|76.0|76.0|||6.0|3.0|1.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|21.0|24.0|1.0|2.0|1.0|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
22849|adavosertib|Unspecified Solid Tumor|0|NCT02095132|2020-12-31|76.0||6.0|3.0|1.0|1|1|0|1|0|1|1|1.0|21.0|24.0|0.0|0.0|0.0|2550|152.0|76.0|||12.0|6.0|2.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|21.0|24.0|1.0|2.0|1.0|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
22844|adavosertib|Unspecified Solid Tumor|0|NCT01827384|2021-06-19|208.0||1.0|1.0|4.0|1|0|0|1|0|1|1|18.0|99.0|8.0|1.0|2.0|1.0|2720|360.0|120.0|||13.0|7.0|6.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|99.0|24.0|1.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
22845|adavosertib|Unspecified Solid Tumor|0|NCT03253679|2022-10-31|31.0||1.0|4.0|1.0|1|0|0|1|0|1|1|18.0|99.0|9.0|1.0|2.0|1.0|3219|391.0|97.75|||14.0|11.0|7.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|99.0|24.0|1.0|2.0|1.0|4.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
22846|adavosertib|Unspecified Solid Tumor|0|NCT03253679|2022-10-31|31.0||1.0|4.0|1.0|1|0|0|1|0|1|1|18.0|99.0|9.0|0.0|0.0|0.0|3219|422.0|84.4|||15.0|15.0|8.0|1.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|99.0|24.0|1.0|2.0|1.0|4.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7926|adecatumumab|Colorectal (Oncology)|0|NCT00866944|2011-07-31|35.0|28.0|1.0|3.0|3.0|1|0|0|0|0|1|1|18.0|99.0|16.0|1.0|2.0|1.0|868|35.0|35.0|28.0|28.0|1.0|3.0|3.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|18.0|99.0|16.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7930|adecatumumab|Liver|0|NCT00866944|2011-07-31|35.0|28.0|1.0|3.0|3.0|1|0|0|0|0|1|1|18.0|99.0|16.0|0.0|0.0|0.0|868|35.0|35.0|28.0|28.0|1.0|3.0|3.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|18.0|99.0|16.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
7934|adecatumumab|Metastatic Cancer|0|NCT00866944|2011-07-31|35.0|28.0|1.0|3.0|3.0|1|0|0|0|0|1|1|18.0|99.0|16.0|0.0|0.0|0.0|868|35.0|35.0|28.0|28.0|1.0|3.0|3.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|18.0|99.0|16.0|0.0|0.0|0.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
8210|adh1|Unspecified Solid Tumor|0|NCT00421811|2009-03-31|56.0|23.0|1.0|0.0|1.0|1|0|0|1|0|1|1|18.0|99.0|7.0|0.0|2.0|1.0|716|56.0|56.0|23.0|23.0|1.0|0.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|7.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
831|adx415|Hypertension|0|NCT00779181|2008-12-31|80.0|2.0|1.0|1.0|4.0|1|0|0|1|0|1|1|18.0|75.0|3.0|0.0|2.0|0.0|77|80.0|80.0|2.0|2.0|1.0|1.0|4.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|75.0|3.0|0.0|2.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
23778|aee788|CNS, Glioblastoma|0|NCT00116376|2005-11-30|64.0|22.0|2.0|1.0|2.0|1|0|0|1|0|1|1|18.0|99.0|4.0|0.0|2.0|1.0|685|64.0|64.0|22.0|22.0|2.0|1.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|4.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
22772|aee788|CNS, Other|0|NCT00107237|2006-06-30|16.0|32.0|1.0|5.0|2.0|1|0|0|1|0|1|1|18.0|99.0|3.0|1.0|2.0|1.0|989|16.0|16.0|32.0|32.0|1.0|5.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|3.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0
22771|aee788|Unspecified Solid Tumor|0|NCT00107237|2006-06-30|16.0|32.0|1.0|5.0|2.0|1|0|0|1|0|1|1|18.0|99.0|3.0|1.0|2.0|1.0|989|16.0|16.0|32.0|32.0|1.0|5.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|3.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
15772|aeg35156|Unspecified Cancer|0|NCT00558545|2009-05-31|61.0|18.0|1.0|2.0|1.0|1|0|0|1|0|1|1|18.0|99.0|10.0|1.0|2.0|1.0|563|61.0|61.0|18.0|18.0|1.0|2.0|1.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|10.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
15769|aeg35156|Unspecified Cancer|0|NCT01018069|2010-10-31|60.0|11.0|1.0|1.0|2.0|1|0|0|1|0|1|1|18.0|99.0|18.0|1.0|2.0|1.0|1081|121.0|60.5|29.0|14.5|2.0|3.0|3.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|18.0|1.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
18293|aem28|Dyslipidemia|0|NCT02100839|2014-11-30|52.0|8.0|3.0|1.0|2.0|1|0|1|0|1|1|1|18.0|75.0|1.0|0.0|0.0|0.0|260|52.0|52.0|8.0|8.0|3.0|1.0|2.0|1.0|0.0|1.0|0.0|1.0|1.0|1.0|18.0|75.0|1.0|0.0|0.0|0.0|1.0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
19950|aflibercept|Age-Related Macular Degeneration|1|NCT01796964|2013-10-31|173.0|7.0|1.0|8.0|2.0|1|0|0|0|0|1|1|50.0|99.0|1.0|1.0|2.0|1.0|230|173.0|173.0|7.0|7.0|1.0|8.0|2.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|50.0|99.0|1.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
19956|aflibercept|Age-Related Macular Degeneration|1|NCT03953079|2020-12-15|56.0||1.0|8.0|3.0|1|0|0|1|0|1|1|50.0|99.0|33.0|1.0|2.0|1.0|2832|229.0|114.5|7.0|7.0|2.0|16.0|5.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|50.0|99.0|33.0|1.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
19952|aflibercept|Age-Related Macular Degeneration|1|NCT04331730|2021-08-19|107.0||1.0|7.0|3.0|1|0|0|1|0|1|1|50.0|99.0|21.0|0.0|2.0|1.0|3079|336.0|112.0|7.0|7.0|3.0|23.0|8.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|50.0|99.0|33.0|1.0|2.0|1.0|3.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
19951|aflibercept|Age-Related Macular Degeneration|1|NCT04200248|2021-11-19|94.0||1.0|5.0|3.0|1|0|0|1|0|1|1|55.0|99.0|8.0|0.0|2.0|1.0|3171|430.0|107.5|7.0|7.0|4.0|28.0|11.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|50.0|99.0|33.0|1.0|2.0|1.0|4.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
16658|aflibercept|Diabetic Complications|1|NCT01988246|2018-04-25|30.0|52.0|1.0|1.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|1.0|2.0|1.0|1592|30.0|30.0|52.0|52.0|1.0|1.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
16646|aflibercept|Diabetic Complications|1|NCT05063734|2022-06-29|16.0||1.0|4.0|6.0|1|0|0|1|0|1|1|18.0|99.0|25.0|0.0|2.0|1.0|3118|46.0|23.0|52.0|52.0|2.0|5.0|8.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|25.0|1.0|2.0|1.0|2.5|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
16652|aflibercept|Diabetic Complications|1|NCT05063734|2022-06-29|16.0||1.0|4.0|6.0|1|0|0|1|0|1|1|18.0|99.0|25.0|0.0|0.0|0.0|3118|62.0|20.666666666666668|52.0|52.0|3.0|9.0|14.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|25.0|1.0|2.0|1.0|2.5|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0
16665|aflibercept|Diabetic Retinopathy|1|NCT01988246|2018-04-25|30.0|52.0|1.0|1.0|2.0|1|0|1|1|0|1|1|18.0|99.0|1.0|1.0|2.0|1.0|1592|30.0|30.0|52.0|52.0|1.0|1.0|2.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|1.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
16659|aflibercept|Diabetic Retinopathy|1|NCT05063734|2022-06-29|16.0||1.0|4.0|6.0|1|0|0|1|0|1|1|18.0|99.0|25.0|0.0|2.0|1.0|3118|46.0|23.0|52.0|52.0|2.0|5.0|8.0|1.0|0.0|1.0|1.0|0.0|1.0|1.0|18.0|99.0|25.0|1.0|2.0|1.0|2.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
22309|agalsidasealfa|Lysosomal Storage Disorders|1|NCT00084084|2011-06-15|17.0||1.0|8.0|2.0|0|1|0|1|0|1|1|7.0|17.0|14.0|0.0|2.0|1.0|2561|17.0|17.0|||1.0|8.0|2.0|0.0|1.0|0.0|1.0|0.0|1.0|1.0|7.0|17.0|14.0|0.0|2.0|1.0|1.0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
17143|agn211745|Age-Related Macular Degeneration|0|NCT00363714|2007-04-30|26.0|29.0|1.0|4.0|6.0|1|0|0|1|0|1|1|50.0|99.0|2.0|0.0|2.0|1.0|896|26.0|26.0|29.0|29.0|1.0|4.0|6.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|50.0|99.0|2.0|0.0|2.0|1.0|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
17149|agn211745|Age-Related Macular Degeneration|0|NCT00363714|2007-04-30|26.0|29.0|1.0|4.0|6.0|1|0|0|1|0|1|1|50.0|99.0|2.0|0.0|0.0|0.0|896|52.0|26.0|58.0|29.0|2.0|8.0|12.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|50.0|99.0|2.0|0.0|2.0|1.0|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
17155|agn211745|Age-Related Macular Degeneration|0|NCT00395057|2008-10-31|138.0|21.0|1.0|4.0|4.0|1|0|0|1|0|1|1|50.0|99.0|3.0|0.0|1.0|1.0|1446|190.0|63.333333333333336|79.0|26.333333333333332|3.0|12.0|16.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|50.0|99.0|3.0|0.0|2.0|1.0|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
17164|agn211745|Age-Related Macular Degeneration|0|NCT00395057|2008-10-31|138.0|21.0|1.0|4.0|4.0|1|0|0|1|0|1|1|50.0|99.0|3.0|0.0|0.0|0.0|1446|328.0|82.0|100.0|25.0|4.0|16.0|20.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|50.0|99.0|3.0|0.0|2.0|1.0|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0
7215|ags16c3f|Renal|0|NCT02639182|2020-10-02|133.0||1.0|21.0|2.0|1|0|0|1|0|1|1|18.0|99.0|26.0|1.0|2.0|1.0|1613|133.0|133.0|||1.0|21.0|2.0|1.0|0.0|0.0|1.0|0.0|1.0|1.0|18.0|99.0|26.0|1.0|2.0|1.0|1.0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
